t,Tpos,Tpro,Tneg,o2,test,abi_therapy,dtx_therapy
0.0,200.0,1600.0,200.0,0.5,0.0,False,False
60.0,173.8540377843267,1416.5170873415364,204.5196806517213,1.0705645959687435,0.03305126309647364,False,False
120.0,176.00244484411033,1431.4367722274712,209.22470580412985,1.0716793205160826,0.05919864341282956,False,False
180.0,178.66829013757828,1449.9111488016554,214.02352484758535,1.0712961628956597,0.08016427502149145,False,False
240.0,181.57326138564653,1469.9961018421063,218.91592417487104,1.0708749154943578,0.09710796594390231,False,False
300.0,184.60194384698357,1490.8859803691769,223.9023717850955,1.0704348790060934,0.11091576673778505,False,False
360.0,187.67204006310806,1512.0101686320825,228.98381547464083,1.0699886050174003,0.12226673070223691,False,False
420.0,190.78172767266557,1533.3550748027003,234.1613444164815,1.0695369626169313,0.1316903568584776,False,False
480.0,193.93114460567745,1554.9206459816648,239.4360326996373,1.069080193794469,0.13960301323954669,False,False
540.0,197.12041642057173,1576.7067506293672,244.8089376043941,1.068618015287272,0.1463322315546831,False,False
600.0,200.34965590903903,1598.7131767935978,250.28109828432824,1.068150747907885,0.1521356573753732,False,False
660.0,203.6189626987106,1620.9396303425426,255.8535344199987,1.067677949786751,0.15721594809668446,False,False
720.0,206.92842285987206,1643.385733241693,261.52724485351547,1.067200208422055,0.1617325080487587,False,False
780.0,210.27810851655715,1666.0510218511176,267.303206228726,1.0667167190704092,0.16581072201860222,False,False
840.0,213.6680774717681,1688.9349451700605,273.1823717788277,1.0662284711879058,0.16954923368778407,False,False
900.0,217.09837276275846,1712.036863022587,279.1656696332907,1.0657344665124073,0.17302561371751798,False,False
960.0,220.56902222348748,1735.3560442317894,285.2540011765172,1.0652353735947029,0.17630085223880587,False,False
1020.0,224.0800382858298,1758.891666065307,291.44824003014685,1.0647309358654393,0.17942289890369,False,False
1080.0,227.63141751126807,1782.6428122531352,297.7492303009687,1.0642210178476303,0.18242944820136262,False,False
1140.0,231.22312866039096,1806.6084175121368,304.15774706792996,1.063706366480053,0.14704815438464292,True,False
1200.0,234.85514604377627,1830.787426016069,310.67460335839525,1.0631861512743155,0.1192630487483017,True,False
1260.0,238.52488740954635,1855.16186197973,317.3005468977235,1.0626608180973087,0.09745372603145341,True,False
1320.0,242.07790459034155,1878.708964071663,324.036699584582,1.0621449134370278,0.08034473160029112,True,False
1380.0,245.37652662614315,1900.525436308802,330.8854598022598,1.0616587383553346,0.06693040458674766,True,False
